CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,BikeBuyer,AvgMonthSpend,BikeBuyerText
11926,nan,Eduardo,nan,Foster,nan,609PowerAve,nan,OregonCity,Oregon,UnitedStates,97045,5225550169,1.99803E+13,PartialCollege,Manual,M,S,0,1,0,0,33510,2.01703E+13,0,4625,NO
28023,nan,Andrea,D,James,nan,4645RossmorParkway,nan,Corvallis,Oregon,UnitedStates,97330,5145550198,1.96609E+13,HighSchool,SkilledManual,F,S,1,1,0,1,56785,2.01703E+13,0,5134,NO
22541,nan,Stefanie,nan,Martinez,nan,ImHimmelsweg27,nan,Paderborn,Hamburg,Germany,33041,1.11501E+12,1.99312E+13,PartialCollege,SkilledManual,F,S,0,1,0,0,58201,2.01703E+13,0,5129,NO
23192,nan,Emily,E,Garcia,nan,8180LoveridgeCircle,nan,PaloAlto,California,UnitedStates,94303,3005550120,1.98504E+13,Bachelors,Clerical,F,M,1,2,0,1,82359,2.01703E+13,1,4964,YES
24957,nan,Anna,A,Howard,nan,8290MargaretCt,nan,Lakewood,California,UnitedStates,90712,8695550119,1.96504E+13,PartialHighSchool,SkilledManual,F,M,1,2,1,2,55654,2.01703E+13,1,5098,YES
11867,nan,Nathaniel,C,James,nan,4268WeaverCourt,nan,NationalCity,California,UnitedStates,91950,1125550116,1.98004E+13,HighSchool,Manual,M,M,1,1,1,2,33167,2.01703E+13,0,5885,NO
11929,nan,Virginia,nan,Gonzalez,nan,7566KellerRidgeDr,nan,StLeonards,NewSouthWales,Australia,2065,1.11501E+12,1.96602E+13,PartialCollege,Management,F,S,1,3,0,1,107883,2.01703E+13,1,5281,YES
27994,nan,Jodi,L,Rai,nan,5680CamelbackCt,nan,Beaverton,Oregon,UnitedStates,97005,6225550178,1.95707E+13,HighSchool,Clerical,F,M,1,1,2,2,80056,2.01703E+13,1,5316,YES
21068,nan,Lawrence,B,Jimenez,nan,5097BourtonCt,nan,Bury,England,UnitedKingdom,PE17,1.11501E+12,1.98501E+13,PartialHighSchool,SkilledManual,M,S,0,2,0,0,54577,2.01703E+13,1,498,YES
26332,nan,Aaron,W,Mitchell,nan,3773LakefieldPlace,nan,Lebanon,Oregon,UnitedStates,97355,1165550185,1.98609E+13,Bachelors,Manual,M,M,0,0,1,1,36070,2.01703E+13,1,5905,YES
20232,nan,Franklin,L,Chande,nan,867CalicoWay,nan,Hobart,Tasmania,Australia,7001,1.11501E+12,1.98405E+13,Bachelors,SkilledManual,M,M,1,2,1,2,54049,2.01703E+13,1,5419,YES
15029,nan,Alejandro,W,Ye,nan,5572RunningSpringsRoad,nan,Wollongong,NewSouthWales,Australia,2500,1.11501E+12,1.99906E+13,PartialCollege,Management,M,S,0,1,0,0,112726,2.01703E+13,0,558,NO
28907,nan,Blake,nan,Jenkins,nan,1156DublinCourt,nan,Runcorn,England,UnitedKingdom,TY31,1.11501E+12,1.97102E+13,PartialCollege,Manual,M,M,1,1,0,2,29749,2.01703E+13,0,4895,NO
11887,nan,Joseph,nan,White,nan,8656LakespringPlace,nan,Coronado,California,UnitedStates,92118,1495550116,1.97804E+13,Bachelors,SkilledManual,M,M,1,2,2,2,56820,2.01703E+13,1,5526,YES
16809,nan,Bailey,A,Sanders,nan,3910FawnGlenCircle,nan,RedwoodCity,California,UnitedStates,94063,5325550181,1.97006E+13,PartialCollege,Management,F,S,1,3,0,0,102647,2.01703E+13,1,5175,YES
18033,nan,Evelyn,W,Patel,nan,Postfach441111,nan,Solingen,NordrheinWestfalen,Germany,42651,1.11501E+12,1.99605E+13,PartialCollege,Clerical,F,S,0,2,0,0,82258,2.01703E+13,1,5148,YES
27605,nan,Miguel,nan,Martinez,nan,5656ViaDelaware,nan,SedroWoolley,Washington,UnitedStates,98284,4555550163,1.97701E+13,HighSchool,SkilledManual,M,M,1,1,2,2,54200,2.01703E+13,1,5534,YES
14106,nan,Melissa,nan,Hughes,nan,939180thSt,nan,Oakland,California,UnitedStates,94611,9765550182,1.99601E+13,PartialCollege,SkilledManual,F,S,0,2,0,0,60908,2.01703E+13,1,5197,YES
29293,nan,Nuan,nan,Wu,nan,7717AmadorValleyBlvd,nan,Hawthorne,Queensland,Australia,4171,1.11501E+12,1.98706E+13,Bachelors,Management,M,S,1,2,0,0,105007,2.01703E+13,1,545,YES
17669,nan,Olivia,N,Rivera,nan,8490LongbroodWay,nan,SedroWoolley,Washington,UnitedStates,98284,1965550192,1.9761E+13,HighSchool,Manual,F,M,1,0,1,1,32319,2.01703E+13,1,4812,YES
23540,nan,Bruce,nan,Lopez,nan,324MephamDr,nan,GoldCoast,Queensland,Australia,4217,1.11501E+12,1.98202E+13,PartialCollege,SkilledManual,M,S,0,1,0,0,52311,2.01703E+13,0,5727,NO
19710,nan,Arianna,S,Gonzales,nan,7886RuthDrive,nan,PortHammond,BritishColumbia,Canada,V6B3P7,2235550195,1.9801E+13,PartialCollege,Clerical,F,S,1,2,0,0,82851,2.01703E+13,0,5425,NO
21495,nan,James,nan,Hughes,nan,8225HiddenOakCt,nan,Olympia,Washington,UnitedStates,98501,5255550165,1.97108E+13,HighSchool,Manual,M,M,1,1,2,2,29111,2.01703E+13,0,5322,NO
14773,nan,Noah,nan,Ross,nan,7routedeMarseille,nan,Villeneuved'Ascq,Nord,France,59491,1.11501E+12,1.98804E+13,GraduateDegree,Clerical,M,M,1,1,1,1,81985,2.01703E+13,1,5219,YES
29082,nan,Sabrina,L,Ramos,nan,868AspenDr,nan,Wollongong,NewSouthWales,Australia,2500,1.11501E+12,1.96901E+13,PartialHighSchool,Manual,F,S,1,0,0,0,33954,2.01703E+13,0,4619,NO
14021,nan,Michelle,nan,Richardson,nan,2676SantaFeStreet,nan,Kirkland,Washington,UnitedStates,98033,5905550195,1.99511E+13,PartialCollege,Manual,F,S,0,0,0,0,29016,2.01703E+13,0,4576,NO
23689,nan,Kayla,D,Hall,nan,7034Carson,nan,WestCovina,California,UnitedStates,91791,1555550190,1.96702E+13,HighSchool,Manual,F,M,1,0,1,2,33152,2.01703E+13,1,5002,YES
13485,nan,Thomas,J,Allen,nan,288AlmadenDr,nan,ChulaVista,California,UnitedStates,91910,5995550119,1.9571E+13,GraduateDegree,Clerical,M,M,1,1,2,2,80331,2.01703E+13,1,5377,YES
14179,nan,Claudia,J,Xu,nan,Lotzowplatz5538,nan,Braunschweig,NordrheinWestfalen,Germany,38001,1.11501E+12,1.96604E+13,Bachelors,Clerical,F,S,1,1,1,1,79235,2.01703E+13,0,5162,NO
15084,nan,Adrienne,nan,Serrano,nan,Winterfeldtstr2529,nan,Kassel,Hessen,Germany,34117,1.11501E+12,1.98909E+13,GraduateDegree,Manual,F,S,0,1,0,0,35390,2.01703E+13,0,5042,NO
27193,nan,Daniel,V,Miller,nan,6885Auburn,nan,LincolnAcres,California,UnitedStates,91950,6235550156,1.99405E+13,GraduateDegree,Professional,M,S,0,3,0,0,136457,2.01703E+13,0,5217,NO
20423,nan,Alicia,H,Goel,nan,7405JacquelineDrive,nan,Wollongong,NewSouthWales,Australia,2500,1.11501E+12,1.9721E+13,HighSchool,SkilledManual,F,S,1,1,0,0,53549,2.01703E+13,0,531,NO
18300,nan,Diane,L,Ramos,nan,3381PasoNogal,nan,Cloverdale,SouthAustralia,Australia,6105,1.11501E+12,1.98107E+13,PartialCollege,Clerical,F,M,1,0,1,2,85674,2.01703E+13,1,5064,YES
21781,nan,Jared,nan,Rivera,nan,2096TrinityAve,nan,Lynnwood,Washington,UnitedStates,98036,4325550138,1.96706E+13,Bachelors,Professional,M,M,1,3,0,2,129242,2.01703E+13,1,5248,YES
28780,nan,Melissa,L,Griffin,nan,1874OrchidCt,nan,Seattle,Washington,UnitedStates,98104,8445550182,1.97601E+13,PartialHighSchool,SkilledManual,F,M,1,1,2,2,61829,2.01703E+13,1,5285,YES
25162,nan,Bryan,D,Morris,nan,9634SSilverSpring,nan,Torrance,California,UnitedStates,90505,7295550131,1.98411E+13,Bachelors,Management,M,S,1,3,0,0,111980,2.01703E+13,1,5952,YES
26829,nan,Morgan,nan,Evans,nan,Postfach550000,nan,Bottrop,NordrheinWestfalen,Germany,46236,1.11501E+12,1.98709E+13,Bachelors,SkilledManual,F,M,1,0,1,1,54675,2.01703E+13,1,5261,YES
11345,nan,Robin,nan,Ramos,nan,6ruedelY=Esplanade,nan,TremblayenFrance,SeineSaintDenis,France,93290,1.11501E+12,1.97703E+13,PartialCollege,Management,F,S,1,3,0,0,106648,2.01703E+13,1,5381,YES
22539,nan,Randall,D,Sanz,nan,3001MtEtna,nan,Woolston,England,UnitedKingdom,WA14SY,1.11501E+12,1.99303E+13,PartialHighSchool,SkilledManual,M,S,0,1,0,0,58037,2.01703E+13,0,5265,NO
26226,nan,Michele,C,Andersen,nan,Zimmerstr57,nan,Monchen,NordrheinWestfalen,Germany,80074,1.11501E+12,1.99211E+13,PartialCollege,Management,F,M,1,2,0,1,106062,2.01703E+13,1,5169,YES
22654,nan,Orlando,nan,Romero,nan,8ruedelaComcdie,nan,Colombes,HautsdeSeine,France,92700,1.11501E+12,1.98509E+13,HighSchool,Manual,M,S,0,1,0,0,28008,2.01703E+13,0,5639,NO
20389,nan,Lee,nan,Romero,nan,5627CrystalAvenue,nan,Ballard,Washington,UnitedStates,98107,4615550172,1.96002E+13,GraduateDegree,Clerical,M,M,1,2,0,3,86828,2.01703E+13,0,5062,NO
27716,nan,Albert,E,Ramos,nan,9993OakGroveRd,nan,LavenderBay,NewSouthWales,Australia,2060,1.11501E+12,1.9811E+13,PartialCollege,SkilledManual,M,S,0,2,0,0,61109,2.01703E+13,1,5761,YES
23670,nan,Mya,D,Henderson,nan,6985MatterhornCt,nan,Salem,Oregon,UnitedStates,97301,6475550186,1.95812E+13,GraduateDegree,Manual,F,M,1,1,1,2,35142,2.01703E+13,0,4702,NO
28410,nan,Cheryl,R,Gill,nan,466RanchRoad,nan,Bracknell,England,UnitedKingdom,RG128TB,1.11501E+12,1.99704E+13,HighSchool,SkilledManual,F,M,0,2,0,0,59673,2.01703E+13,0,4854,NO
21755,nan,Lucas,R,White,nan,2581BrowseCt,nan,Coronado,California,UnitedStates,92118,7035550112,1.96303E+13,Bachelors,Professional,M,M,1,3,1,2,133272,2.01703E+13,1,5663,YES
12254,nan,Calvin,nan,Deng,nan,100ruedesRosiers,nan,Pantin,SeineSaintDenis,France,93500,1.11501E+12,1.96302E+13,PartialCollege,Clerical,M,S,1,3,0,1,81957,2.01703E+13,0,5009,NO
17082,nan,Morgan,W,Smith,nan,Moritzstr32,nan,Hamburg,Hamburg,Germany,20354,1.11501E+12,1.99405E+13,PartialCollege,Management,F,S,0,1,0,0,103314,2.01703E+13,0,5278,NO
25122,nan,Susan,L,Zhao,nan,5527LiscomeWay,nan,Bendigo,Victoria,Australia,3550,1.11501E+12,1.98703E+13,GraduateDegree,Management,F,S,1,2,0,0,103546,2.01703E+13,1,5161,YES
25619,nan,Rafael,C,Raji,nan,65avenueduPort,nan,TremblayenFrance,SeineSaintDenis,France,93290,1.11501E+12,1.98803E+13,Bachelors,SkilledManual,M,M,0,0,1,1,58317,2.01703E+13,1,4805,YES
24940,nan,Fernando,nan,Martin,nan,7559WorthCt,nan,Concord,California,UnitedStates,94519,3275550191,1.96006E+13,Bachelors,SkilledManual,M,M,1,2,0,2,55825,2.01703E+13,0,4853,NO
13117,nan,Evelyn,nan,Rodriguez,nan,9236HansonLane,nan,Sydney,NewSouthWales,Australia,1002,1.11501E+12,1.98601E+13,GraduateDegree,Manual,F,S,0,1,0,0,36367,2.01703E+13,0,4833,NO
12460,nan,Dominique,nan,Malhotra,nan,9838WestchesterPl,nan,London,England,UnitedKingdom,W1Y3RA,1.11501E+12,1.98811E+13,Bachelors,Management,F,S,0,2,0,0,107852,2.01703E+13,1,5489,YES
13619,nan,Arturo,nan,Xu,nan,6111Guadalajara,nan,Rhodes,NewSouthWales,Australia,2138,1.11501E+12,1.99605E+13,Bachelors,Management,M,M,1,0,0,0,105888,2.01703E+13,0,5131,NO
23455,nan,Jonathan,R,Perez,nan,4217FairlanePlace,nan,RoyalOak,BritishColumbia,Canada,V8X,8845550158,1.97603E+13,PartialHighSchool,Manual,M,S,0,1,0,0,31956,2.01703E+13,0,5051,NO
20986,nan,Brandi,L,Blanco,nan,9669AlhambraCourt,nan,Brisbane,Queensland,Australia,4000,1.11501E+12,1.99704E+13,HighSchool,Clerical,F,M,0,0,0,0,83026,2.01703E+13,1,5025,YES
26141,nan,Jorge,nan,Zhu,nan,3632RamsayCircle,nan,Townsville,Queensland,Australia,4810,1.11501E+12,1.98609E+13,GraduateDegree,Management,M,S,1,2,0,0,110808,2.01703E+13,1,5685,YES
19074,nan,Colleen,nan,Shen,nan,9967ruedeTerreNeuve,nan,Colomiers,GaronneHaute,France,31770,1.11501E+12,1.96805E+13,PartialHighSchool,SkilledManual,F,M,1,1,2,2,51566,2.01703E+13,1,5094,YES
23214,nan,Kaylee,W,James,nan,6781SanJoseAve,nan,LemonGrove,California,UnitedStates,91945,8635550157,1.98311E+13,Bachelors,Professional,F,M,1,3,1,2,132962,2.01703E+13,1,5467,YES
11313,nan,Trevor,nan,Jenkins,nan,4697YosemiteDr,nan,PortOrchard,Washington,UnitedStates,98366,1205550129,1.97302E+13,GraduateDegree,Professional,M,S,1,2,0,0,135064,2.01703E+13,1,5561,YES
26113,nan,Caitlin,L,Rivera,nan,3598WalnutPlace,nan,OakBay,BritishColumbia,Canada,V8P,1775550164,1.97303E+13,GraduateDegree,Professional,F,S,1,2,0,0,135997,2.01703E+13,1,542,YES
15865,nan,Isabel,M,Price,nan,2807CharlotteCourt,nan,PaloAlto,California,UnitedStates,94303,8065550193,1.99104E+13,HighSchool,SkilledManual,F,S,0,1,0,0,57770,2.01703E+13,0,4968,NO
25060,nan,Noah,R,Martinez,nan,6472LoveridgeCircle,nan,Coronado,California,UnitedStates,92118,8545550195,1.99301E+13,Bachelors,Management,M,S,0,1,0,0,113290,2.01703E+13,0,5455,NO
17902,nan,Ruth,D,Lopez,nan,WeltPlatz2,nan,Stuttgart,Saarland,Germany,70511,1.11501E+12,1.96203E+13,PartialCollege,Clerical,F,M,1,1,1,2,81214,2.01703E+13,0,5411,NO
27898,nan,Trinity,nan,Bell,nan,4ruePhilibertDelorme,nan,SaintGermainenLaye,Yveline,France,78100,1.11501E+12,1.98006E+13,Bachelors,Clerical,F,M,1,2,0,2,80624,2.01703E+13,0,4958,NO
19921,nan,Cara,L,Cai,nan,Postfach660700,nan,Monchen,Hamburg,Germany,80074,1.11501E+12,1.96602E+13,Bachelors,Management,F,S,1,2,0,1,106908,2.01703E+13,0,5303,NO
21186,nan,Randall,Z,Vazquez,nan,2168TerraCalitina,nan,Brisbane,Queensland,Australia,4000,1.11501E+12,1.98502E+13,Bachelors,SkilledManual,M,S,0,1,0,0,51796,2.01703E+13,0,5624,NO
19129,nan,Carson,A,Simmons,nan,1673KiskaCourt,nan,LosAngeles,California,UnitedStates,90012,1985550191,1.9901E+13,GraduateDegree,Clerical,M,M,1,2,1,2,80764,2.01703E+13,1,5227,YES
